country_release,language,filming_location,year_release,director_gender,director_country,director_year_birth,company_city,founded,company_type,actor_education,actor_gender,actor_nationality,roletype,actor_year_birth
USA,ENGLISH,USA,0.776,M,USA,0.766,SANTA_MONICA,0.768,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,REPLICANT,0.65
USA,ENGLISH,USA,0.789,M,USA,0.766,SANTA_MONICA,0.768,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,CANADIAN,DETECTIVE,0.675
USA,ENGLISH,USA,0.789,M,USA,0.766,SANTA_MONICA,0.768,FILM_DISTRIBUTION,HIGHER,MALE,ENGLISH,ASSISTANT,0.575
USA,ENGLISH,USA,0.789,M,USA,0.766,SANTA_MONICA,0.768,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,ENGLISH,BUSINESSMAN,0.567
USA,ENGLISH,USA,0.789,M,USA,0.766,SANTA_MONICA,0.768,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,PROFESSOR,0.533
USA,BILINGUAL,USA,0.487,M,USA,0.564,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.358
USA,BILINGUAL,USA,0.487,M,USA,0.564,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,ARMY_OFFICER,0.492
BRAZIL,BILINGUAL,USA,0.868,M,USA,0.819,SANTA_MONICA,0.727,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,WELSH,WIFE,0.733
BRAZIL,BILINGUAL,USA,0.868,M,USA,0.819,SANTA_MONICA,0.727,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,POLITICIAN,0.525
BRAZIL,BILINGUAL,USA,0.868,M,USA,0.819,SANTA_MONICA,0.727,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,PUERTO_RICAN,POLICE_OFFICER,0.717
FRANCE,ENGLISH,USA,0.776,M,USA,0.819,SANTA_MONICA,0.677,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,ARTIST,0.608
FRANCE,ENGLISH,USA,0.776,M,USA,0.819,SANTA_MONICA,0.677,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,ASSASSIN,0.742
FRANCE,ENGLISH,USA,0.776,M,USA,0.819,SANTA_MONICA,0.677,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,MASTER_JEDI,0.558
FRANCE,ENGLISH,USA,0.816,M,USA,0.628,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,LAWYER,0.65
FRANCE,ENGLISH,USA,0.816,M,USA,0.628,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,NEW_ZEALANDER,HERO,0.692
FRANCE,ENGLISH,USA,0.816,M,USA,0.628,BURBANK,0.061,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,ENGLISH,DETECTIVE,0.717
USA,BILINGUAL,USA,0.842,M,FRANCE,0.777,BEVERLY_HILLS,0.758,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,SOLDIER,0.625
USA,BILINGUAL,USA,0.842,M,FRANCE,0.777,BEVERLY_HILLS,0.758,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.6
USA,BILINGUAL,USA,0.842,M,FRANCE,0.777,BEVERLY_HILLS,0.758,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,MURDERER,0.725
FRANCE,PORTUGUESE,BRAZIL,0.882,M,BRAZIL,0.734,RIO_DE_JANEIRO,0.869,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,MALE,BRAZILIAN,ARTIST,0.85
FRANCE,PORTUGUESE,BRAZIL,0.882,M,BRAZIL,0.734,RIO_DE_JANEIRO,0.869,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,BRAZILIAN,DEALER,0.733
ITALY,ENGLISH,USA,0.855,M,ENGLAND,0.894,LOS_ANGELES,0.505,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,MALE,ENGLISH,DETECTIVE,0.717
ITALY,ENGLISH,USA,0.855,M,ENGLAND,0.894,LOS_ANGELES,0.505,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,CANADIAN,CRIMINAL,0.717
USA,BILINGUAL,USA,0.789,M,USA,0.606,BURBANK,0.061,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,ARMY_OFFICER,0.492
USA,BILINGUAL,USA,0.789,M,USA,0.606,BURBANK,0.061,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.517
USA,BILINGUAL,USA,0.789,M,USA,0.606,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.65
USA,BILINGUAL,USA,0.789,M,USA,0.606,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,HUSBAND,0.567
USA,ENGLISH,USA,0.974,M,USA,0.606,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,INSPECTOR,0.683
USA,ENGLISH,USA,0.974,M,USA,0.606,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,WELSH,DETECTIVE,0.775
USA,ENGLISH,USA,0.684,M,ENGLAND,0.617,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.667
USA,ENGLISH,USA,0.684,M,ENGLAND,0.617,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,DETECTIVE,0.633
USA,ENGLISH,USA,0.684,M,ENGLAND,0.617,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,INSPECTOR,0.417
USA,ENGLISH,USA,0.684,M,ENGLAND,0.617,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,GERMAN,CRIMINAL,0.5
USA,ENGLISH,USA,0.645,M,USA,0.691,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.667
USA,ENGLISH,USA,0.645,M,USA,0.691,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,DETECTIVE,0.633
USA,ENGLISH,USA,0.645,M,USA,0.691,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.558
USA,ENGLISH,USA,0.645,M,USA,0.691,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,INSPECTOR,0.417
USA,ENGLISH,USA,0.776,M,USA,0.681,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.667
USA,ENGLISH,USA,0.776,M,USA,0.681,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,INSPECTOR,0.417
ITALY,BILINGUAL,MEXICO,0.724,M,ENGLAND,0.617,CULVER_CITY,0.586,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,BODYGUARD,0.617
ITALY,BILINGUAL,MEXICO,0.724,M,ENGLAND,0.617,CULVER_CITY,0.586,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,MEXICAN,HUSBAND,0.283
ITALY,BILINGUAL,MEXICO,0.724,M,ENGLAND,0.617,CULVER_CITY,0.586,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,WIFE,0.642
USA,BILINGUAL,USA,0.908,M,ENGLAND,0.617,NEW_JERSEY,0.03,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.608
USA,BILINGUAL,USA,0.908,M,ENGLAND,0.617,NEW_JERSEY,0.03,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.517
USA,BILINGUAL,USA,0.908,M,ENGLAND,0.617,NEW_JERSEY,0.03,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AUSTRALIAN,MOTHER,0.767
USA,BILINGUAL,USA,0.908,M,ENGLAND,0.617,NEW_JERSEY,0.03,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,DAUGHTER,0.942
USA,MULTILINGUAL,CANADA,0.961,M,IRELAND,0.894,NEW_YORK_CITY,0.869,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.75
USA,MULTILINGUAL,CANADA,0.961,M,IRELAND,0.894,NEW_YORK_CITY,0.869,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,UKRAINIAN,DETECTIVE,0.85
USA,ENGLISH,USA,0.789,M,ENGLAND,0.564,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,INSPECTOR,0.683
USA,ENGLISH,USA,0.789,M,ENGLAND,0.564,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.517
UK,ENGLISH,FRANCE,0.816,M,ENGLAND,0.564,SANTA_MONICA,0.768,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,ARMY_OFFICER,0.708
UK,ENGLISH,FRANCE,0.816,M,ENGLAND,0.564,SANTA_MONICA,0.768,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,FRENCH,PROFESSOR,0.708
ITALY,BILINGUAL,USA,0.724,M,USA,0.596,BURBANK,0.061,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.517
ITALY,BILINGUAL,USA,0.724,M,USA,0.596,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,CRIMINAL,0.608
ITALY,BILINGUAL,USA,0.724,M,USA,0.596,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,DEALER,0.517
USA,ENGLISH,USA,0.737,F,USA,0.691,BURBANK,0.697,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,WARRIOR,0.592
USA,ENGLISH,USA,0.737,F,USA,0.691,BURBANK,0.697,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.692
USA,ENGLISH,USA,0.737,F,USA,0.691,BURBANK,0.697,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,DETECTIVE,0.525
JAPAN,BILINGUAL,USA,0.711,M,USA,0.691,SAN_JOSE,0.737,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,WARRIOR,0.592
JAPAN,BILINGUAL,USA,0.711,M,USA,0.691,SAN_JOSE,0.737,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,DOCTOR,0.65
JAPAN,BILINGUAL,USA,0.711,M,USA,0.691,SAN_JOSE,0.737,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,WORKER,0.525
JAPAN,BILINGUAL,USA,0.711,M,USA,0.691,SAN_JOSE,0.737,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,VILLAIN,0.408
JAPAN,BILINGUAL,USA,0.711,M,USA,0.691,SAN_JOSE,0.737,FILM_PRODUCTION,HIGHER,MALE,CANADIAN,ARTIST,0.708
USA,ENGLISH,USA,0.737,M,ENGLAND,0.543,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,DOCTOR,0.542
USA,ENGLISH,USA,0.737,M,ENGLAND,0.543,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,WIFE,0.625
USA,ENGLISH,USA,0.737,M,ENGLAND,0.543,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,VAMPIRE,0.483
USA,ENGLISH,USA,0.737,M,ENGLAND,0.543,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.617
CANADA,MULTILINGUAL,USA,0.868,M,ENGLAND,0.543,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,WELSH,DOCTOR,0.467
CANADA,MULTILINGUAL,USA,0.868,M,ENGLAND,0.543,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,DOCTOR,0.658
CANADA,MULTILINGUAL,USA,0.868,M,ENGLAND,0.543,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,CRIMINAL,0.608
FRANCE,ENGLISH,SCOTLAND,0.921,M,FRANCE,0.926,PARIS,0.646,FILM_PRODUCTION,COMP-SCNDRY,MALE,CHINESE,ASSASSIN,0.683
FRANCE,ENGLISH,SCOTLAND,0.921,M,FRANCE,0.926,PARIS,0.646,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,ARTIST,0.467
FRANCE,ENGLISH,SCOTLAND,0.921,M,FRANCE,0.926,PARIS,0.646,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,ENGLISH,DOCTOR,0.508
USA,BILINGUAL,USA,0.882,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,CHIEF,0.408
USA,BILINGUAL,USA,0.882,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,ARMY_OFFICER,0.617
USA,BILINGUAL,USA,0.882,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,DOCTOR,0.583
USA,BILINGUAL,USA,0.947,M,USA,0.819,SANTA_MONICA,0.838,FILM_PRODUCTION,COMP-SCNDRY,MALE,NEW_ZEALANDER,HERO,0.692
USA,BILINGUAL,USA,0.947,M,USA,0.819,SANTA_MONICA,0.838,FILM_PRODUCTION,COMP-SCNDRY,MALE,WELSH,DETECTIVE,0.775
USA,BILINGUAL,USA,0.947,M,USA,0.819,SANTA_MONICA,0.838,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,SERGEANT,0.825
USA,BILINGUAL,USA,0.934,M,USA,0.596,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.775
USA,BILINGUAL,USA,0.934,M,USA,0.596,BURBANK,0.061,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.467
USA,BILINGUAL,USA,0.934,M,USA,0.596,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,WORKER,0.742
USA,MULTILINGUAL,USA,0.882,M,USA,0.596,SANTA_MONICA,0.677,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.775
USA,MULTILINGUAL,USA,0.882,M,USA,0.596,SANTA_MONICA,0.677,FILM_DISTRIBUTION,HIGHER,MALE,ENGLISH,PRISONER,0.633
USA,MULTILINGUAL,USA,0.882,M,USA,0.596,SANTA_MONICA,0.677,FILM_DISTRIBUTION,INCOMP-SCNDRY,FEMALE,AMERICAN,FIANCEE,0.758
USA,ENGLISH,USA,0.737,M,USA,0.596,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.517
USA,ENGLISH,USA,0.737,M,USA,0.596,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.5
USA,MULTILINGUAL,USA,0.789,M,USA,0.596,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.517
USA,MULTILINGUAL,USA,0.789,M,USA,0.596,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,WIFE,0.642
USA,MULTILINGUAL,USA,0.789,M,USA,0.596,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DEALER,0.517
USA,BILINGUAL,USA,0.882,M,USA,0.638,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.675
USA,BILINGUAL,USA,0.882,M,USA,0.638,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,SWEDISH,FATHER,0.4
USA,BILINGUAL,USA,0.882,M,USA,0.638,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.708
USA,BILINGUAL,USA,0.882,M,USA,0.638,BURBANK,0.828,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.775
USA,BILINGUAL,USA,0.882,M,USA,0.638,BURBANK,0.828,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,SOLDIER,0.625
USA,BILINGUAL,USA,0.882,M,USA,0.638,BURBANK,0.828,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.517
USA,ENGLISH,UK,0.474,M,USA,0.447,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,ENGLISH,PRISONER,0.517
USA,ENGLISH,UK,0.474,M,USA,0.447,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,BRITISH_INDIAN,GUARD,0.325
USA,ENGLISH,USA,0.75,M,USA,0.819,SANTA_MONICA,0.677,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,VAMPIRE,0.483
USA,ENGLISH,USA,0.75,M,USA,0.819,SANTA_MONICA,0.677,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,ASSASSIN,0.633
USA,ENGLISH,USA,0.75,M,USA,0.819,SANTA_MONICA,0.677,FILM_DISTRIBUTION,HIGHER,MALE,ENGLISH,CRIMINAL,0.667
USA,ENGLISH,USA,0.803,M,USA,0.617,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,HUSBAND,0.567
USA,ENGLISH,USA,0.803,M,USA,0.617,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,MURDERER,0.733
USA,ENGLISH,USA,0.803,M,USA,0.617,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,DOCTOR,0.633
CANADA,BILINGUAL,USA,0.816,M,CHINA,0.638,BURBANK,0.727,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,ARTIST,0.608
CANADA,BILINGUAL,USA,0.816,M,CHINA,0.638,BURBANK,0.727,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.692
CANADA,BILINGUAL,USA,0.816,M,CHINA,0.638,BURBANK,0.727,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,FIANCE,0.433
USA,ENGLISH,USA,0.684,M,USA,0.574,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,BODYGUARD,0.617
USA,ENGLISH,USA,0.684,M,USA,0.574,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,SCOTISH,POLICE_OFFICER,0.408
USA,ENGLISH,USA,0.684,M,USA,0.574,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,CUBAN,POLICE_OFFICER,0.625
USA,ENGLISH,USA,0.684,M,USA,0.574,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.517
USA,ENGLISH,USA,0.829,M,USA,0.574,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.692
USA,ENGLISH,USA,0.829,M,USA,0.574,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.617
USA,ENGLISH,USA,0.829,M,USA,0.574,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.533
USA,ENGLISH,USA,0.829,M,USA,0.606,LOS_ANGELES,0.455,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,HERO,0.592
USA,ENGLISH,USA,0.829,M,USA,0.606,LOS_ANGELES,0.455,FILM_PRODUCTION,HIGHER,FEMALE,AMERICAN,ASSASSIN,0.658
USA,ENGLISH,USA,0.829,M,USA,0.606,LOS_ANGELES,0.455,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.5
CANADA,ENGLISH,USA,0.171,M,ENGLAND,0.138,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,TEACHER,0.225
CANADA,ENGLISH,USA,0.171,M,ENGLAND,0.138,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,MURDERER,0.308
CANADA,ENGLISH,USA,0.171,M,ENGLAND,0.138,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,MURDERER,0.367
USA,ENGLISH,USA,0.763,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,BODYGUARD,0.617
USA,ENGLISH,USA,0.763,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,CHIEF,0.408
USA,ENGLISH,USA,0.763,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,POLICE_OFFICER,0.717
USA,ENGLISH,USA,0.724,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,CHIEF,0.408
USA,ENGLISH,USA,0.724,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.7
USA,ENGLISH,USA,0.724,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,CRIMINAL,0.492
USA,ENGLISH,USA,0.724,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,BRAZILIAN,GIRLFRIEND,0.575
USA,BILINGUAL,USA,0.868,M,NEW_ZEALAND,0.681,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,ARTIST,0.467
USA,BILINGUAL,USA,0.868,M,NEW_ZEALAND,0.681,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,STUDENT,0.75
USA,BILINGUAL,USA,0.868,M,NEW_ZEALAND,0.681,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,CANADIAN,CRIMINAL,0.642
USA,ENGLISH,USA,0.618,M,USA,0.596,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.5
USA,ENGLISH,USA,0.618,M,USA,0.596,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.667
USA,ENGLISH,USA,0.618,M,USA,0.596,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,MURDERER,0.6
USA,BILINGUAL,HUNGARY,0.697,M,USA,0.596,BEVERLY_HILLS,0.646,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AUSTRIAN,CYBORG,0.55
USA,BILINGUAL,HUNGARY,0.697,M,USA,0.596,BEVERLY_HILLS,0.646,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,DETECTIVE,0.608
USA,BILINGUAL,HUNGARY,0.697,M,USA,0.596,BEVERLY_HILLS,0.646,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.667
USA,BILINGUAL,HUNGARY,0.697,M,USA,0.596,BEVERLY_HILLS,0.646,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,CRIMINAL,0.542
USA,ENGLISH,USA,0.974,M,ENGLAND,0.617,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.608
USA,ENGLISH,USA,0.974,M,ENGLAND,0.617,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,ARTIST,0.608
USA,ENGLISH,USA,0.974,M,ENGLAND,0.617,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,PUERTO_RICAN,CRIMINAL,0.625
USA,ENGLISH,USA,0.974,M,ENGLAND,0.617,LOS_ANGELES,0.121,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,AGENT,0.633
USA,ENGLISH,USA,0.829,M,USA,0.681,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,GERMAN,WIFE,0.667
USA,ENGLISH,USA,0.829,M,USA,0.681,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,BUSINESSMAN,0.708
USA,ENGLISH,USA,0.829,M,USA,0.681,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.625
USA,ENGLISH,USA,0.829,M,USA,0.681,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.683
USA,ENGLISH,USA,0.868,M,USA,0.67,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.767
USA,ENGLISH,USA,0.868,M,USA,0.67,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.717
USA,ENGLISH,USA,0.868,M,USA,0.67,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,FEMALE,PANAMANIAN,RELATIVE,0.825
USA,ENGLISH,USA,0.868,M,USA,0.67,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,FEMALE,AMERICAN,CRIMINAL,0.808
USA,ENGLISH,USA,0.868,M,USA,0.67,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,SERGEANT,0.633
USA,BILINGUAL,USA,0.895,M,USA,0.67,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.767
USA,BILINGUAL,USA,0.895,M,USA,0.67,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,SERGEANT,0.808
USA,BILINGUAL,USA,0.895,M,USA,0.67,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,MURDERER,0.6
USA,ENGLISH,USA,0.974,M,TAIWAN,0.926,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,POLICE_OFFICER,0.767
USA,ENGLISH,USA,0.974,M,TAIWAN,0.926,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,CRIMINAL,0.717
